38.300  0.7192561581 -0.683015312 
38.400  0.7179139046 -0.6845493161 
38.500  0.716571651 -0.6858915696 
38.600  0.7152293975 -0.6872338232 
38.700  0.7136953934 -0.6885760768 
38.800  0.7123531398 -0.6901100808 
38.900  0.7110108863 -0.6914523344 
39.000  0.7094768822 -0.6927945879 
39.100  0.7081346286 -0.6941368415 
39.200  0.7067923751 -0.6954790951 
39.300  0.705258371 -0.6970130991 
39.400  0.7039161174 -0.6983553527 
39.500  0.7023821134 -0.6996976063 
39.600  0.7010398598 -0.7010398598 
39.700  0.6996976063 -0.7023821134 
39.800  0.6981636022 -0.7037243669 
39.900  0.6968213486 -0.7050666205 
40.000  0.6952873446 -0.7064088741 
40.100  0.693945091 -0.7077511276 
40.200  0.6924110869 -0.7090933812 
40.300  0.6910688334 -0.7104356347 
40.400  0.6895348293 -0.7117778883 
40.500  0.6880008252 -0.7131201419 
40.600  0.6866585717 -0.7144623954 
40.700  0.6851245676 -0.715804649 
40.800  0.683782314 -0.7171469025 
40.900  0.68224831 -0.7184891561 
41.000  0.6809060564 -0.7198314097 
41.100  0.6793720523 -0.7211736632 
41.200  0.6778380483 -0.7225159168 
41.300  0.6764957947 -0.7238581704 
41.400  0.6749617906 -0.7252004239 
41.500  0.6734277866 -0.726350927 
41.600  0.6718937825 -0.7276931805 
41.700  0.6705515289 -0.7290354341 
41.800  0.6690175249 -0.7303776877 
41.900  0.6674835208 -0.7315281907 
42.000  0.6661412672 -0.7328704443 
42.100  0.6646072632 -0.7342126978 
42.200  0.6630732591 -0.7355549514 
42.300  0.661539255 -0.7367054544 
42.400  0.660005251 -0.738047708 
42.500  0.6586629974 -0.7393899616 
42.600  0.6571289933 -0.7405404646 
42.700  0.6555949893 -0.7418827182 
42.800  0.6540609852 -0.7432249717 
42.900  0.6525269811 -0.7443754748 
43.000  0.650992977 -0.7457177283 
43.100  0.649458973 -0.7468682314 
43.200  0.6479249689 -0.748210485 
43.300  0.6465827153 -0.749360988 
43.400  0.6450487113 -0.7507032416 
43.500  0.6435147072 -0.7518537446 
43.600  0.6419807031 -0.7531959982 
43.700  0.6404466991 -0.7543465012 
43.800  0.638912695 -0.7556887548 
43.900  0.6373786909 -0.7568392579 
44.000  0.6358446869 -0.7581815114 
44.100  0.6343106828 -0.7593320145 
44.200  0.6327766787 -0.7604825175 
44.300  0.6312426747 -0.7618247711 
44.400  0.6295169201 -0.7629752741 
44.500  0.627982916 -0.7641257772 
44.600  0.6264489119 -0.7654680307 
44.700  0.6249149079 -0.7666185338 
44.800  0.6233809038 -0.7677690368 
44.900  0.6218468997 -0.7691112904 
45.000  0.6203128957 -0.7702617935 
45.100  0.6187788916 -0.7714122965 
45.200  0.6172448875 -0.7725627996 
45.300  0.6155191329 -0.7737133026 
45.400  0.6139851289 -0.7750555562 
45.500  0.6124511248 -0.7762060592 
45.600  0.6109171207 -0.7773565623 
45.700  0.6093831167 -0.7785070653 
45.800  0.6076573621 -0.7796575684 
45.900  0.606123358 -0.7808080714 
46.000  0.6045893539 -0.7819585745 
46.100  0.6030553499 -0.7831090775 
46.200  0.6013295953 -0.7842595806 
46.300  0.5997955912 -0.7854100836 
46.400  0.5982615872 -0.7865605867 
46.500  0.5965358326 -0.7877110898 
46.600  0.5950018285 -0.7888615928 
46.700  0.5934678244 -0.7900120959 
46.800  0.5917420699 -0.7911625989 
46.900  0.5902080658 -0.792313102 
47.000  0.5886740617 -0.793463605 
47.100  0.5869483071 -0.7946141081 
47.200  0.5854143031 -0.7957646111 
47.300  0.5836885485 -0.7969151142 
47.400  0.5821545444 -0.7978738667 
47.500  0.5806205404 -0.7990243698 
47.600  0.5788947858 -0.8001748728 
47.700  0.5773607817 -0.8013253759 
47.800  0.5756350271 -0.8024758789 
47.900  0.5741010231 -0.8034346315 
48.000  0.5723752685 -0.8045851345 
48.100  0.5708412644 -0.8057356376 
48.200  0.5691155098 -0.8068861406 
48.300  0.5675815058 -0.8078448932 
48.400  0.5658557512 -0.8089953962 
48.500  0.5643217471 -0.8099541488 
48.600  0.5625959925 -0.8111046518 
48.700  0.560870238 -0.8122551549 
48.800  0.5593362339 -0.8132139074 
48.900  0.5576104793 -0.8143644105 
49.000  0.5560764752 -0.815323163 
49.100  0.5543507207 -0.8164736661 
49.200  0.5526249661 -0.8174324186 
49.300  0.551090962 -0.8185829217 
49.400  0.5493652074 -0.8195416742 
49.500  0.5478312034 -0.8206921772 
49.600  0.5461054488 -0.8216509298 
49.700  0.5443796942 -0.8228014328 
49.800  0.5428456901 -0.8237601854 
49.900  0.5411199356 -0.8249106884 
50.000  0.539394181 -0.825869441 
50.100  0.5376684264 -0.8268281935 
50.200  0.5361344223 -0.8279786966 
50.300  0.5344086678 -0.8289374491 
50.400  0.5326829132 -0.8298962017 
50.500  0.5309571586 -0.8310467047 
50.600  0.5294231545 -0.8320054573 
50.700  0.5276974 -0.8329642098 
50.800  0.5259716454 -0.8339229623 
50.900  0.5242458908 -0.8348817149 
51.000  0.5227118867 -0.8360322179 
51.100  0.5209861321 -0.8369909705 
51.200  0.5192603776 -0.837949723 
51.300  0.517534623 -0.8389084756 
51.400  0.5158088684 -0.8398672281 
51.500  0.5140831138 -0.8408259807 
51.600  0.5125491098 -0.8417847332 
51.700  0.5108233552 -0.8427434858 
51.800  0.5090976006 -0.8438939888 
51.900  0.507371846 -0.8448527413 
52.000  0.5056460915 -0.8458114939 
52.100  0.5039203369 -0.8467702464 
52.200  0.5021945823 -0.847728999 
52.300  0.5004688277 -0.848496001 
52.400  0.4987430731 -0.8494547536 
52.500  0.4970173186 -0.8504135061 
52.600  0.495291564 -0.8513722586 
52.700  0.4935658094 -0.8523310112 
52.800  0.4918400548 -0.8532897637 
52.900  0.4901143002 -0.8542485163 
53.000  0.4883885457 -0.8552072688 
53.100  0.4866627911 -0.8559742709 
53.200  0.4849370365 -0.8569330234 
53.300  0.4832112819 -0.8578917759 
53.400  0.4814855274 -0.8588505285 
53.500  0.4797597728 -0.859809281 
53.600  0.4780340182 -0.8605762831 
53.700  0.4763082636 -0.8615350356 
53.800  0.474582509 -0.8624937881 
53.900  0.4728567545 -0.8632607902 
54.000  0.4711309999 -0.8642195427 
54.100  0.4694052453 -0.8651782953 
54.200  0.4676794907 -0.8659452973 
54.300  0.4659537361 -0.8669040498 
54.400  0.4642279816 -0.8676710519 
54.500  0.4623104765 -0.8686298044 
54.600  0.4605847219 -0.8693968065 
54.700  0.4588589673 -0.870355559 
54.800  0.4571332127 -0.871122561 
54.900  0.4554074582 -0.8720813136 
55.000  0.4536817036 -0.8728483156 
55.100  0.4517641985 -0.8738070682 
55.200  0.4500384439 -0.8745740702 
55.300  0.4483126893 -0.8755328227 
55.400  0.4465869348 -0.8762998248 
55.500  0.4448611802 -0.8770668268 
55.600  0.4429436751 -0.8780255794 
55.700  0.4412179205 -0.8787925814 
55.800  0.4394921659 -0.8795595834 
55.900  0.4377664114 -0.880518336 
56.000  0.4358489063 -0.881285338 
56.100  0.4341231517 -0.88205234 
56.200  0.4323973971 -0.8828193421 
56.300  0.4306716425 -0.8835863441 
56.400  0.4287541375 -0.8845450966 
56.500  0.4270283829 -0.8853120987 
56.600  0.4253026283 -0.8860791007 
56.700  0.4233851232 -0.8868461028 
56.800  0.4216593686 -0.8876131048 
56.900  0.4199336141 -0.8883801068 
57.000  0.418016109 -0.8891471089 
57.100  0.4162903544 -0.8899141109 
57.200  0.4145645998 -0.8906811129 
57.300  0.4126470947 -0.891448115 
57.400  0.4109213402 -0.892215117 
57.500  0.4091955856 -0.892982119 
57.600  0.4072780805 -0.8937491211 
57.700  0.4055523259 -0.8945161231 
57.800  0.4038265713 -0.8952831251 
57.900  0.4019090662 -0.8960501272 
58.000  0.4001833117 -0.8968171292 
58.100  0.3982658066 -0.8975841312 
58.200  0.396540052 -0.8983511333 
58.300  0.3946225469 -0.8991181353 
58.400  0.3928967923 -0.8996933868 
58.500  0.3911710378 -0.9004603889 
58.600  0.3892535327 -0.9012273909 
58.700  0.3875277781 -0.9019943929 
58.800  0.385610273 -0.9025696445 
58.900  0.3838845184 -0.9033366465 
59.000  0.3819670133 -0.9041036485 
59.100  0.3802412588 -0.9048706506 
59.200  0.3783237537 -0.9054459021 
59.300  0.3765979991 -0.9062129041 
59.400  0.374680494 -0.9067881557 
59.500  0.3729547394 -0.9075551577 
59.600  0.3710372343 -0.9083221597 
59.700  0.3693114798 -0.9088974113 
59.800  0.3673939747 -0.9096644133 
59.900  0.3656682201 -0.9102396648 
60.000  0.363750715 -0.9110066668 
60.100  0.3620249604 -0.9115819184 
60.200  0.3601074553 -0.9123489204 
60.300  0.3581899503 -0.9129241719 
60.400  0.3564641957 -0.9134994235 
60.500  0.3545466906 -0.9142664255 
60.600  0.352820936 -0.914841677 
60.700  0.3509034309 -0.9156086791 
60.800  0.3489859258 -0.9161839306 
60.900  0.3472601713 -0.9167591821 
61.000  0.3453426662 -0.9175261841 
61.100  0.3436169116 -0.9181014357 
61.200  0.3416994065 -0.9186766872 
61.300  0.3397819014 -0.9192519387 
61.400  0.3380561468 -0.9200189408 
61.500  0.3361386418 -0.9205941923 
61.600  0.3342211367 -0.9211694438 
61.700  0.3324953821 -0.9217446953 
61.800  0.330577877 -0.9223199469 
61.900  0.3288521224 -0.9228951984 
62.000  0.3269346173 -0.9236622004 
62.100  0.3250171123 -0.9242374519 
62.200  0.3232913577 -0.9248127035 
62.300  0.3213738526 -0.925387955 
62.400  0.3194563475 -0.9259632065 
62.500  0.3175388424 -0.9265384581 
62.600  0.3158130878 -0.9271137096 
62.700  0.3138955827 -0.9276889611 
62.800  0.3119780777 -0.9282642126 
62.900  0.3102523231 -0.9288394642 
63.000  0.308334818 -0.9294147157 
63.100  0.3064173129 -0.9297982167 
63.200  0.3044998078 -0.9303734682 
63.300  0.3027740532 -0.9309487198 
63.400  0.3008565482 -0.9315239713 
63.500  0.2989390431 -0.9320992228 
63.600  0.297021538 -0.9326744743 
63.700  0.2952957834 -0.9330579753 
63.800  0.2933782783 -0.9336332269 
63.900  0.2914607732 -0.9342084784 
64.000  0.2895432681 -0.9347837299 
64.100  0.2878175136 -0.9351672309 
64.200  0.2859000085 -0.9357424825 
64.300  0.2839825034 -0.936317734 
64.400  0.2820649983 -0.936701235 
64.500  0.2801474932 -0.9372764865 
64.600  0.2784217386 -0.9376599876 
64.700  0.2765042335 -0.9382352391 
64.800  0.2745867285 -0.9388104906 
64.900  0.2726692234 -0.9391939916 
65.000  0.2707517183 -0.9397692432 
65.100  0.2690259637 -0.9401527442 
65.200  0.2671084586 -0.9407279957 
65.300  0.2651909535 -0.9411114967 
65.400  0.2632734484 -0.9414949977 
65.500  0.2613559434 -0.9420702493 
65.600  0.2594384383 -0.9424537503 
65.700  0.2577126837 -0.9430290018 
65.800  0.2557951786 -0.9434125028 
65.900  0.2538776735 -0.9437960038 
66.000  0.2519601684 -0.9443712554 
66.100  0.2500426633 -0.9447547564 
66.200  0.2481251583 -0.9451382574 
66.300  0.2462076532 -0.9455217584 
66.400  0.2442901481 -0.9460970099 
66.500  0.2425643935 -0.946480511 
66.600  0.2406468884 -0.946864012 
66.700  0.2387293833 -0.947247513 
66.800  0.2368118782 -0.947631014 
66.900  0.2348943732 -0.9482062655 
67.000  0.2329768681 -0.9485897666 
67.100  0.231059363 -0.9489732676 
67.200  0.2291418579 -0.9493567686 
67.300  0.2272243528 -0.9497402696 
67.400  0.2253068477 -0.9501237706 
67.500  0.2235810931 -0.9505072716 
67.600  0.2216635881 -0.9508907727 
67.700  0.219746083 -0.9512742737 
67.800  0.2178285779 -0.9516577747 
67.900  0.2159110728 -0.9520412757 
68.000  0.2139935677 -0.9524247767 
68.100  0.2120760626 -0.9528082777 
68.200  0.2101585575 -0.9530000283 
68.300  0.2082410525 -0.9533835293 
68.400  0.2063235474 -0.9537670303 
68.500  0.2044060423 -0.9541505313 
68.600  0.2024885372 -0.9545340323 
68.700  0.2005710321 -0.9549175333 
68.800  0.198653527 -0.9551092839 
68.900  0.1967360219 -0.9554927849 
69.000  0.1948185168 -0.9558762859 
69.100  0.1929010118 -0.9560680364 
69.200  0.1910602069 -0.9564515374 
69.300  0.1891427018 -0.9568350384 
69.400  0.1872251967 -0.9570267889 
69.500  0.1853268667 -0.95741029 
69.600  0.1834093616 -0.957793791 
69.700  0.1814918565 -0.9579855415 
69.800  0.1795743514 -0.9583690425 
69.900  0.1776568463 -0.958560793 
70.000  0.1757393412 -0.958944294 
70.100  0.1738218361 -0.9591360445 
70.200  0.1719043311 -0.9595195456 
70.300  0.169986826 -0.9597112961 
70.400  0.1680693209 -0.9600947971 
70.500  0.1661518158 -0.9602865476 
70.600  0.1642343107 -0.9604782981 
70.700  0.1623168056 -0.9608617991 
70.800  0.1603993005 -0.9610535496 
